DATAFLOW,LAST UPDATE,freq,age,agedef,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2015,13003,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2016,13792,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2017,12358,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2018,10476,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2019,12801,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2020,12427,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EE,2021,12481,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1991,64628,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1992,52389,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1993,52929,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1994,46813,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1995,47967,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1996,54628,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1997,51794,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1998,60119,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,1999,54175,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2000,46993,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2001,45909,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2002,39378,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2003,37433,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2004,38041,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2005,38583,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2006,38368,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2007,40400,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2008,43044,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2009,43686,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2010,62041,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2011,92404,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2012,124694,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2013,117094,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2014,106804,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2015,109351,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2016,106535,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2017,103327,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2018,103049,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2019,95020,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2020,77837,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,EL,2021,79596,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2002,36605,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2003,25959,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2004,55092,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2005,68011,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2006,142296,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2007,227065,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2008,288432,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2009,380121,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2010,403377,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2011,409034,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2012,446606,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2013,532303,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2014,400430,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2015,343875,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2016,327325,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2017,368860,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2018,309526,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2019,296248,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2020,248561,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,ES,2021,380786,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1990,6477,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1991,5984,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1992,6055,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1993,6405,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1994,8672,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1995,8957,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1996,10587,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1997,9854,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1998,10817,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,1999,11966,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2000,14311,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2001,13153,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2002,12891,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2003,12083,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2004,13656,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2005,12369,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2006,12107,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2007,12443,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2008,13657,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2009,12151,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2010,11905,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2011,12660,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2012,13845,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2013,13893,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2014,15486,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2015,16305,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2016,18082,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2017,16973,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2018,19141,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2019,17263,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2020,15084,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FI,2021,13459,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2006,189403,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2007,220354,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2008,239796,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2009,264631,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2010,269531,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2011,291594,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2012,255922,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2013,239813,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2014,308103,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2015,324517,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2016,313622,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2017,215470,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2018,300668,p
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2019,299101,p
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2020,144797,e
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,FR,2021,177028,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1991,8647,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1992,8859,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1993,9169,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1994,10163,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1995,15413,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1996,10027,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1997,18531,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1998,7310,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,1999,14285,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2001,7488,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2002,11767,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2003,6534,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2004,6812,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2006,7692,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2007,9002,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2008,10638,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2009,12355,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2010,13017,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2011,12699,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2012,12877,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2013,15262,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2014,20858,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2015,29651,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2016,36436,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2017,47352,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2018,39515,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2019,40148,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2020,34046,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HR,2021,40424,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,1995,3173,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,1996,3642,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,1997,2822,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,1998,3059,p
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,1999,2821,p
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2000,2540,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2001,2591,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2002,3126,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2003,3122,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2004,3820,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2005,3658,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2006,4314,p
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2007,4500,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2008,9591,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2009,10483,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2010,13365,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2011,15100,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2012,22880,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2013,34691,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2014,42213,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2015,43225,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2016,39889,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2017,39829,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2018,48178,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2019,49795,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2020,67364,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,HU,2021,67999,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1990,40550,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1991,33875,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1992,34675,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1993,34875,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1994,33525,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1995,31675,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1996,26775,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1997,27775,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1998,30775,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,1999,27825,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2000,26300,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2001,25750,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2002,28375,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2003,27200,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2004,28675,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2005,34350,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2006,44409,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2007,48040,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2008,65934,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2009,69672,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2010,78099,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2011,83049,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2012,81797,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2013,76560,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2014,71107,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2015,67160,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2016,62056,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2017,64068,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2018,53735,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2019,62004,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2020,55942,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IE,2021,52429,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1990,3847,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1991,2982,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1992,3213,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1993,2901,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1994,3436,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1995,4285,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1996,4108,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1997,3921,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1998,3682,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,1999,3663,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2000,3489,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2001,4034,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2002,4490,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2003,3837,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2004,4820,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2005,3913,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2006,4577,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2007,7414,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2008,9144,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2009,6874,b
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2010,5459,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2011,4812,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2012,4758,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2013,4372,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2014,4052,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2015,4046,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2016,4159,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2017,3641,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2018,4372,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2019,4590,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2020,6009,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IS,2021,4661,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IT,1990,55989,
ESTAT:MIGR_EMI2(1.0),21/09/23 23:00:00,A,TOTAL,COMPLET,NR,T,IT,1991,57730,
