DATAFLOW,LAST UPDATE,freq,agedef,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2008,3671,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2009,3884,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2010,2810,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2011,3709,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2012,2639,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2013,4109,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2014,3904,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2015,15413,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2016,14822,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2017,17616,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2018,17547,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2019,18259,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2020,16209,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EE,2021,19524,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1991,151978,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1992,110334,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1993,107462,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1994,86959,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1995,98989,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1996,95585,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1997,113477,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1998,116411,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,1999,84695,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2000,109251,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2001,98471,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2002,67220,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2003,63141,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2004,66871,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2005,70933,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2006,63094,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2007,63298,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2008,66529,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2009,58613,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2010,60462,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2011,60089,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2012,58200,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2013,57946,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2014,59013,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2015,64446,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2016,116867,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2017,112247,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2018,119489,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2019,129459,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2020,84221,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,EL,2021,57120,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1990,33966,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1991,24320,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1992,38882,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1993,33026,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1994,34123,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1995,36092,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1996,29895,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1997,57877,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1998,81227,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,1999,127365,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2000,362468,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2001,414772,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2002,483260,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2003,470010,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2004,684561,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2005,719284,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2006,840844,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2007,958266,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2008,599075,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2009,392962,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2010,360705,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2011,371331,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2012,304053,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2013,280772,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2014,305454,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2015,342114,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2016,414746,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2017,532132,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2018,643684,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2019,750480,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2020,467918,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,ES,2021,528856,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1990,13558,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1991,19001,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1992,14554,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1993,14795,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1994,11611,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1995,12222,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1996,13294,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1997,13564,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1998,14192,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,1999,14744,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2000,16895,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2001,18955,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2002,18113,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2003,17838,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2004,20333,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2005,21355,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2006,22451,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2007,26029,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2008,29114,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2009,26699,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2010,25636,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2011,29481,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2012,31278,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2013,31941,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2014,31507,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2015,28746,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2016,34905,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2017,31797,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2018,31106,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2019,32758,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2020,32898,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FI,2021,36364,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2006,301544,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2007,293980,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2008,296608,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2009,296970,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2010,307111,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2011,319816,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2012,327431,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2013,338752,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2014,340383,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2015,364221,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2016,377709,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2017,369621,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2018,387158,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2019,385591,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2020,283237,e
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,FR,2021,336398,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1991,10050,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1992,48324,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1993,57702,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1994,33426,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1995,42026,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1996,44596,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1997,52343,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1998,51784,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,1999,32910,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2001,24415,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2002,20365,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2003,18455,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2004,18383,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2006,14978,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2007,14622,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2008,16883,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2009,13213,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2010,8846,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2011,8534,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2012,8959,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2013,10378,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2014,10638,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2015,11706,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2016,13985,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2017,15553,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2018,26029,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2019,37726,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2020,33414,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HR,2021,35912,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,1995,15435,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,1996,14984,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,1997,14442,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,1998,17269,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,1999,21422,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2000,21726,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2001,22079,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2002,19855,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2003,21327,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2004,24298,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2005,27820,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2006,25732,p
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2007,24361,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2008,37652,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2009,27894,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2010,25519,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2011,28018,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2012,33702,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2013,38968,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2014,54581,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2015,58344,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2016,53618,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2017,68070,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2018,82937,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2019,88581,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2020,75470,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,HU,2021,80471,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1990,33000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1991,33000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1992,41000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1993,35000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1994,30000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1995,38000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1996,39000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1997,45625,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1998,48175,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,1999,51675,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2000,57400,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2001,64925,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2002,61725,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2003,58875,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2004,78075,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2005,102000,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2006,139434,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2007,122415,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2008,82592,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2009,50604,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2010,52339,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2011,57292,b
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2012,61324,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2013,65539,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2014,73519,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2015,80792,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2016,85185,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2017,78499,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2018,97712,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2019,85630,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2020,74211,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IE,2021,80732,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1990,3166,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1991,3989,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1992,2959,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1993,2698,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1994,2676,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1995,2867,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1996,3664,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1997,3990,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1998,4562,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,1999,4785,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,2000,5203,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,2001,5002,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,2002,4215,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,2003,3704,
ESTAT:MIGR_IMM8(1.0),26/09/23 23:00:00,A,COMPLET,TOTAL,NR,T,IS,2004,5350,
