DATAFLOW,LAST UPDATE,freq,unit,icd10,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2008,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2009,0.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2010,0.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2011,0.68,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2012,0.62,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2013,0.65,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2014,0.64,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2015,0.58,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2016,0.57,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2017,0.64,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2018,0.55,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2019,0.58,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,ES,2020,0.59,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2000,2.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2001,2.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2002,2.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2003,1.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2004,2.4,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2005,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2006,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2007,2.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2008,2.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2009,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2010,1.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2011,1.79,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2012,1.33,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2013,1.48,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2014,1.41,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2015,1.31,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2016,1.17,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2017,1.11,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2018,1.22,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2019,1.15,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FI,2020,1.31,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2001,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2002,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2003,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2004,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2005,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2006,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2007,0.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2008,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2009,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2010,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2011,0.69,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2012,0.69,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2013,0.66,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2014,0.48,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2015,0.51,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2016,0.47,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2017,0.43,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2018,0.67,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2019,0.73,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,FR,2020,0.73,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2002,1.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2003,1.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2004,1.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2005,1.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2006,1.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2007,1.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2008,1.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2009,1.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2010,1.4,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2011,1.14,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2012,1.23,d
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2013,1.12,d
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2014,0.88,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2015,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2016,1.23,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2017,1.21,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2018,0.56,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2019,0.83,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HR,2020,0.97,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2000,2.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2001,2.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2002,2.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2003,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2004,2.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2005,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2006,2.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2007,1.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2008,2.1,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2009,1.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2010,1.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2011,1.69,d
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2012,1.37,d
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2013,1.25,d
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2014,0.94,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2015,1.27,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2016,0.97,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2017,0.82,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2018,1.02,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2019,0.81,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,HU,2020,0.92,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2000,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2001,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2002,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2003,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2004,0.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2005,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2006,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2007,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2008,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2009,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2010,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2011,0.61,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2012,0.87,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2013,0.56,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2014,0.71,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2015,0.46,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2016,0.52,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2017,0.36,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2018,0.45,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2019,0.28,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IE,2020,0.15,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2000,2.1,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2001,0.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2002,1.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2004,1.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2005,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2006,0.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2007,0.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2008,0.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2009,0.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2011,0.81,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2012,0.33,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2013,0.95,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2014,0.26,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2015,1.26,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2016,0.32,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2017,0.84,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2018,0.34,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2019,0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IS,2020,0.62,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2000,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2001,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2002,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2003,1.1,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2006,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2007,0.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2008,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2009,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2010,0.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2011,0.66,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2012,0.68,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2013,0.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2014,0.56,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2015,0.57,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2016,0.51,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2017,0.48,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2018,0.46,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2019,0.38,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,IT,2020,0.35,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LI,2014,2.17,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LI,2017,0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LI,2018,0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LI,2019,0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LI,2020,0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2000,10.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2001,10.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2002,7.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2003,10.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2004,8.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2005,9.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2006,8.1,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2007,7.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2008,7.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2009,6.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2010,5.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2011,5.11,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2012,4.4,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2013,4.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2014,3.81,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2015,4.11,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2016,3.63,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2017,2.84,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2018,2.56,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2019,2.2,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LT,2020,2.47,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2000,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2001,1.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2002,1.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2003,0.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2004,0.4,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2005,1.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2006,1.4,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2007,1.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2008,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2009,1.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2010,2.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2011,0.38,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2012,0.33,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2013,0.16,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2014,1.11,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2015,0.94,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2016,0.45,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2017,0.15,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2018,0.44,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2019,0.69,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LU,2020,0.3,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2000,13.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2001,12.5,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2002,12.0,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2003,11.1,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2004,9.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2005,10.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2006,9.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2007,8.8,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2008,7.9,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2009,6.6,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2010,6.7,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2011,6.22,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2012,6.25,
ESTAT:SDG_16_10(1.0),18/10/23 23:00:00,A,RT,X85-Y09_Y871,TOTAL,T,LV,2013,5.91,
