DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2013,16887,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2014,17177,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2015,18045,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2016,18417,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2017,19107,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2018,19354,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2019,20260,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2020,19441,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2021,20478,p
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,ES,2022,21382,p
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2000,13597,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2001,13779,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2002,14382,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2003,15031,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2004,16115,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2005,16582,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2006,17509,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2007,19083,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2008,20259,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2009,20403,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2010,21052,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2011,21641,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2012,21942,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2013,22074,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2014,22139,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2015,22591,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2016,22844,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2017,23501,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2018,24181,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2019,24665,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2020,25052,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2021,25931,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FI,2022,27150,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2000,16769,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2001,17844,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2002,18580,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2003,18401,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2004,18779,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2005,19656,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2006,20321,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2007,21231,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2008,21647,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2009,21599,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2010,22224,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2011,22605,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2012,22686,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2013,23024,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2014,23191,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2015,23354,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2016,23749,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2017,24162,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2018,24603,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2019,25531,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2020,26047,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2021,27400,p
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,FR,2022,29125,p
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2000,7485,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2001,7720,b
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2002,8380,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2003,8713,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2004,9128,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2005,9272,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2006,9794,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2007,10540,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2008,11030,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2009,11050,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2010,11075,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2011,11201,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2012,11317,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2013,11473,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2014,11606,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2015,12074,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2016,12724,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2017,13298,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2018,13910,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2019,14546,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2020,14880,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2021,16138,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HR,2022,18393,e
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2000,7430,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2001,8049,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2002,8696,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2003,9345,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2004,9905,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2005,10574,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2006,10911,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2007,10700,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2008,11027,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2009,11038,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2010,11597,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2011,12372,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2012,12349,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2013,12612,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2014,12834,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2015,13163,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2016,13402,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2017,13935,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2018,14981,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2019,15730,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2020,15776,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2021,17162,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,HU,2022,18686,p
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2000,13856,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2001,15247,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2002,15643,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2003,16442,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2004,17343,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2005,18658,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2006,19420,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2007,20001,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2008,20372,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2009,19267,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2010,19378,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2011,18708,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2012,18984,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2013,18420,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2014,18137,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2015,18808,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2016,19255,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2017,19959,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2018,20398,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2019,20963,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2020,21408,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2021,22300,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IE,2022,23217,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2000,13991,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2001,14265,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2002,15016,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2003,15879,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2004,17000,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2005,18237,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2006,19519,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2007,21902,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2008,22169,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2009,19280,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2010,16619,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2011,17635,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2012,18343,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2013,18386,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IS,2014,19033,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2000,16771,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2001,17366,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2002,17673,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2003,18173,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2004,18513,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2005,19027,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2006,19838,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2007,20605,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2008,21274,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2009,20579,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2010,21007,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2011,21106,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2012,20332,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2013,20198,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2014,20026,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2015,20294,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2016,20864,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2017,21429,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2018,21946,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2019,22455,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2020,22326,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2021,23695,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,IT,2022,25140,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2000,5868,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2001,6269,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2002,6899,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2003,7817,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2004,8992,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2005,9568,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2006,10533,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2007,10980,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2008,12340,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2009,11653,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2010,12348,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2011,13137,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2012,13695,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2013,14477,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2014,14875,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2015,15515,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2016,16486,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2017,17226,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2018,17998,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2019,19718,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2020,21000,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2021,22091,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LT,2022,22747,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2000,23352,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2001,24276,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2002,26259,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2003,26790,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2004,26705,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2005,27302,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2006,28691,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2007,29034,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2008,30183,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2009,29812,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2010,28883,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2011,29814,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2012,30373,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2013,31838,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2014,31664,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2015,31838,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2016,31503,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2017,32766,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2018,34028,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2019,34018,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2020,34510,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2021,35186,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LU,2022,37040,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2000,4905,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2001,5360,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2002,6010,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2003,6571,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2004,7294,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2005,8205,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2006,9363,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2007,10411,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2008,11450,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2009,9904,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2010,10137,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2011,10051,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2012,10834,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2013,11293,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2014,11773,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2015,12574,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2016,13148,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2017,14048,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2018,14840,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2019,15398,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2020,15778,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2021,16929,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,LV,2022,18018,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2000,17583,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2001,18779,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2002,19466,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2003,19112,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2004,19752,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2005,20391,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2006,21860,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2007,22958,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2008,23697,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2009,23336,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2010,22812,
ESTAT:SDG_10_20(1.0),26/01/24 23:00:00,A,PPS_EU27_2020_HAB,NL,2011,23062,
