DATAFLOW,LAST UPDATE,freq,age,sex,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CY,2022,19719,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2005,7641,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2006,8261,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2007,8841,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2008,9725,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2009,10104,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2010,9660,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2011,9989,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2012,10313,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2013,10802,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2014,11091,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2015,11652,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2016,12478,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2017,12641,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2018,13264,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2019,14035,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2020,14151,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2021,13815,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,CZ,2022,15354,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,1995,11952,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,1996,12670,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,1997,13222,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,1998,13515,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,1999,13739,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2000,14722,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2001,15820,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2005,15651,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2006,15167,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2007,17325,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2008,18007,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2009,17954,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2010,17573,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2011,18395,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2012,19208,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2013,19478,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2014,19216,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2015,20365,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2016,21152,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2017,21331,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2018,21980,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2019,22693,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2020,24229,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2021,23336,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DE,2022,23197,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2003,15635,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2004,15041,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2005,15854,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2006,16147,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2007,16868,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2008,17601,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2009,17917,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2010,17949,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2011,19184,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2012,19228,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2013,19743,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2014,19987,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2015,20384,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2016,21355,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2017,20955,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2018,21646,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2019,22371,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2020,21796,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2021,22899,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,DK,2022,23244,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2004,4131,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2005,4726,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2006,5627,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2007,6492,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2008,7564,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2009,8101,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2010,7413,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2011,7485,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2012,7891,
