DATAFLOW,LAST UPDATE,freq,currency,estruct,ecase,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2000,21176.15,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2001,23516.66,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2002,24412.40,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2003,25207.28,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2004,25562.89,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2005,26118.14,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2006,27543.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2007,28361.73,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2008,28976.84,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2009,30291.69,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2010,30901.41,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2011,31612.20,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2012,31732.71,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2013,31241.89,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2014,32675.67,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2015,34551.50,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2016,34975.70,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2017,35426.38,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2018,35838.18,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2019,37402.24,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2020,39142.87,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2021,40433.34,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NL,2022,41556.78,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2000,25488.81,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2001,27841.12,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2002,31706.91,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2003,30841.86,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2004,30584.86,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2005,33541.89,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2006,35049.00,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2007,36994.97,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2008,37977.11,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2009,36967.18,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2010,41684.47,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2011,44490.18,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2012,47783.08,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2013,47595.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2014,45903.97,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2015,44264.42,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2016,43663.67,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2017,44445.05,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2018,44694.00,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2019,45218.77,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2020,42523.50,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2021,45686.24,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,NO,2022,47902.53,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2000,4153.75,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2001,4882.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2002,4750.55,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2003,4338.05,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2004,4289.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2005,4965.12,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2006,5356.19,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2007,6163.20,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2008,7195.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2009,6093.94,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2010,6896.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2011,7085.75,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2012,7235.50,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2013,7466.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2014,7991.17,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2015,8275.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2016,8200.43,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2017,8975.57,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2018,9574.65,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2019,10225.78,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2020,10559.29,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2021,10643.29,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PL,2022,12024.70,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2000,8469.85,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2001,9080.60,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2002,10291.56,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2003,10347.01,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2004,10612.70,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2005,10982.77,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2006,11996.80,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2007,12059.70,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2008,12157.52,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2009,12261.74,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2010,12869.63,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2011,12435.40,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2012,13158.03,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2013,12795.86,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2014,12613.06,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2015,12441.12,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2016,12724.81,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2017,13040.67,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2018,13662.54,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2019,14202.25,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2020,14384.35,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2021,14876.10,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,PT,2022,15526.44,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2008,3957.79,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2009,3575.08,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2010,3872.44,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2011,4081.39,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2012,4000.73,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2013,4340.64,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2014,4610.25,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2015,5117.82,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2016,5518.93,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2017,6049.96,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2018,6669.59,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2019,7230.37,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2020,7629.63,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2021,8069.82,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,RO,2022,8946.76,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2000,20684.65,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2001,20321.66,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2002,21700.56,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2003,22139.37,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2004,22945.65,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2005,23388.42,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2006,24243.82,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2007,26364.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2008,26789.77,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2009,25451.97,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2010,29043.96,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2011,31319.63,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2012,33473.42,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2013,34473.44,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2014,33923.28,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2015,33389.85,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2016,33711.94,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2017,33923.05,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2018,32688.36,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2019,32427.59,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2020,33366.68,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2021,35485.73,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SE,2022,35233.47,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2000,5731.72,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2001,6372.14,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2002,6948.28,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2003,7517.19,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2004,8011.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2005,8474.72,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2006,8915.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2007,9820.88,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2008,10556.93,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2009,10782.68,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2010,11284.13,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2011,11567.85,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2012,11707.47,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2013,11824.18,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2014,11980.57,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2015,12062.45,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2016,12202.35,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2017,12487.25,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2018,12902.38,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2019,13298.17,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2020,13896.79,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2021,14601.22,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SI,2022,15495.24,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2000,4196.64,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2001,4333.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2002,4549.97,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2003,4804.77,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2004,5247.64,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2005,5644.51,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2006,6018.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2007,6408.40,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2008,7023.15,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2009,7264.52,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2010,7493.69,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2011,7642.75,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2012,7797.27,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2013,7936.58,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2014,8250.32,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2015,8426.75,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2016,8654.34,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2017,8961.03,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2018,9464.61,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2019,9975.02,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2020,10250.84,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2021,10984.68,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,SK,2022,11769.11,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2000,6874930538.12,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2001,4857838076.40,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2002,5126309441.38,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2003,5235964467.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2004,5463.04,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2005,6521.22,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2006,6022.52,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2007,5256.32,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2008,5764.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2009,5594.82,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2010,6629.01,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2011,6184.54,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2012,6956.76,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2013,7107.47,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2014,6879.90,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2015,7487.85,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2016,8108.39,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2017,7214.91,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2018,6129.16,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2019,6905.80,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2020,6440.97,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2021,5845.09,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,TR,2022,5819.13,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2000,30322.73,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2001,31007.99,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2002,31745.34,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2003,29671.40,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2004,31602.41,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2005,32449.78,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2006,33695.55,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2007,35426.57,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2008,31196.54,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2009,28019.83,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2010,29829.08,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2011,29426.23,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2012,32361.69,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2013,31413.75,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2014,33290.73,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2015,37959.11,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2016,34651.93,
ESTAT:EARN_NT_NET(1.0),14/04/23 11:00:00,A,EUR,NET,P1_NCH_AW100,UK,2017,33620.36,
