DATAFLOW,LAST UPDATE,freq,sex,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SE,2018,1.4,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SE,2019,1.5,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SE,2020,2.0,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SE,2021,1.4,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SE,2022,2.3,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2015,4.8,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2016,4.1,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2017,4.5,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2018,3.2,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2019,2.2,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2020,2.6,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2021,1.8,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SI,2022,1.4,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2015,8.4,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2016,7.6,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2017,6.3,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2018,5.4,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2019,5.9,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2020,4.5,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2021,5.7,
ESTAT:TIPSLC30(1.0),02/02/24 23:00:00,A,T,PC,TOTAL,SK,2022,6.3,
