DATAFLOW,LAST UPDATE,freq,sex,unit,indic_il,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,1996,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,1997,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,1998,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,1999,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2000,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2001,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2002,19.0,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2004,20.1,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2005,20.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2006,20.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2007,19.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2008,19.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2009,20.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2010,20.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2011,20.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2012,20.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2013,20.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2014,22.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2015,22.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2016,22.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2017,21.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2018,21.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2019,20.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2020,21.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2021,21.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,ES,2022,20.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,1996,8.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,1997,8.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,1998,9.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,1999,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2000,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2001,11.0,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2002,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2004,11.0,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2005,11.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2006,12.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2007,13.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2008,13.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2009,13.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2010,13.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2011,13.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2012,13.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2013,11.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2014,12.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2015,12.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2016,11.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2017,11.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2018,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2019,11.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2020,12.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2021,10.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FI,2022,12.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,1995,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,1996,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,1997,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,1998,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,1999,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2000,16.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2001,13.0,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2002,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2004,13.5,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2005,13.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2006,13.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2007,13.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2008,12.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2009,12.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2010,13.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2011,14.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2012,14.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2013,13.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2014,13.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2015,13.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2016,13.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2017,13.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2018,13.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2019,13.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2020,14.2,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2021,14.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,FR,2022,15.6,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2010,20.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2011,20.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2012,20.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2013,19.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2014,19.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2015,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2016,19.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2017,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2018,19.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2019,18.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2020,18.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2021,19.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HR,2022,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2000,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2001,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2002,10.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2005,13.5,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2006,15.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2007,12.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2008,12.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2009,12.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2010,12.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2011,14.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2012,14.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2013,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2014,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2015,14.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2016,14.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2017,13.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2018,12.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2019,12.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2020,12.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2021,12.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,HU,2022,12.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,1995,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,1996,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,1997,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,1998,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,1999,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2000,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2001,21.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2003,20.5,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2004,20.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2005,19.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2006,18.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2007,17.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2008,15.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2009,15.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2010,15.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2011,15.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2012,16.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2013,15.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2014,16.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2015,16.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2016,16.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2017,15.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2018,14.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2019,13.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2020,13.8,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2021,12.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IE,2022,14.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,1995,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,1996,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,1997,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,1998,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,1999,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2000,18.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2001,19.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2004,18.9,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2005,19.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2006,19.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2007,19.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2008,18.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2009,18.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2010,18.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2011,19.8,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2012,19.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2013,19.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2014,19.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2015,19.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2016,20.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2017,20.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2018,20.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2019,20.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2020,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2021,20.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,IT,2022,20.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2000,17.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2001,17.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2005,20.5,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2006,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2007,19.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2008,20.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2009,20.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2010,20.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2011,19.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2012,18.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2013,20.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2014,19.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2015,22.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2016,21.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2017,22.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2018,22.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2019,20.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2020,20.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2021,20.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LT,2022,20.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,1995,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,1996,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,1997,11.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,1998,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,1999,13.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2000,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2001,12.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2003,11.9,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2004,12.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2005,13.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2006,14.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2007,13.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2008,13.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2009,14.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2010,14.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2011,13.6,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2012,15.1,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2013,15.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2014,16.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2015,15.3,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2016,15.8,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2017,16.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2018,16.7,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2019,17.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2020,17.4,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2021,18.1,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LU,2022,17.3,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2000,16.0,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2005,19.4,b
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2006,23.5,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2007,21.2,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2008,25.9,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2009,26.4,
ESTAT:TIPSLC20(1.0),02/02/24 23:00:00,A,T,PC,LI_R_MD60,TOTAL,LV,2010,20.9,
