DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,EL,2018,42.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,EL,2019,42.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,EL,2020,43.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,EL,2021,44.2,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,EL,2022,45.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2000,33.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2001,35.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2002,37.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2003,37.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2004,39.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2005,40.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2006,40.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2007,40.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2008,40.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2009,39.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2010,40.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2011,40.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2012,40.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2013,41.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2014,41.5,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2015,41.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2016,41.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2017,42.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2018,44.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2019,46.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2020,47.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2021,48.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,ES,2022,50.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2000,37.8,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2001,38.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2002,37.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2003,37.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2004,38.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2005,37.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2006,38.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2007,39.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2008,38.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2009,39.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2010,39.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2011,39.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2012,39.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2013,40.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2014,40.3,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2015,40.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2016,40.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2017,40.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2018,40.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2019,42.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2020,43.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2021,40.1,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FI,2022,40.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2000,31.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2001,33.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2002,35.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2003,38.0,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2004,38.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2005,39.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2006,41.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2007,41.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2008,40.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2009,42.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2010,42.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2011,42.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2012,42.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2013,43.9,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2014,44.3,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2015,44.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2016,44.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2017,44.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2018,47.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2019,48.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2020,49.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2021,50.3,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,FR,2022,50.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2002,16.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2003,17.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2004,17.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2005,18.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2006,17.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2007,17.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2008,19.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2009,21.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2010,25.8,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2011,24.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2012,23.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2013,27.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2014,31.9,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2015,30.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2016,32.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2017,32.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2018,35.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2019,35.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2020,36.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2021,35.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HR,2022,35.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2000,14.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2001,14.8,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2002,15.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2003,16.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2004,18.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2005,19.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2006,20.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2007,22.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2008,24.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2009,25.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2010,26.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2011,28.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2012,30.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2013,31.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2014,32.1,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2015,32.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2016,30.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2017,30.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2018,30.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2019,30.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2020,30.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2021,32.9,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,HU,2022,31.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2000,30.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2001,34.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2002,35.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2003,37.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2004,40.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2005,40.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2006,43.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2007,46.2,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2008,47.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2009,49.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2010,49.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2011,48.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2012,50.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2013,52.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2014,53.4,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2015,54.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2016,54.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2017,54.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2018,56.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2019,55.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2020,58.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2021,61.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IE,2022,62.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2000,29.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2001,27.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2002,28.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2003,32.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2004,33.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2005,35.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2006,31.4,u
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2007,32.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2008,32.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2009,35.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2010,36.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2011,39.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2012,38.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2013,40.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2014,40.8,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2015,40.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2016,43.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2017,47.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2018,47.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2019,47.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2020,41.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2021,41.5,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2022,40.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2000,10.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2001,11.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2002,12.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2003,13.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2004,14.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2005,16.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2006,17.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2007,18.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2008,19.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2009,20.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2010,20.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2011,21.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2012,22.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2013,22.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2014,24.2,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2015,25.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2016,25.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2017,26.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2018,27.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2019,27.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2020,28.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2021,28.3,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2022,29.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2000,39.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2001,26.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2002,28.0,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2003,29.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2004,35.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2005,36.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2006,38.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2007,38.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2008,41.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2009,43.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2010,46.3,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2011,48.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2012,48.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2013,50.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2014,52.6,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2015,54.8,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2016,54.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2017,55.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2018,55.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2019,55.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2020,56.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2021,57.5,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2022,58.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2000,22.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2001,23.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2002,22.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2003,18.8,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2004,32.4,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2005,37.0,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2006,33.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2007,35.7,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2008,38.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2009,44.5,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2010,44.2,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2011,46.6,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2012,49.9,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2013,48.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2014,52.9,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2015,50.3,b
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2016,51.5,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2017,51.3,u
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2018,53.7,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2019,56.1,
ESTAT:SDG_04_20(1.0),03/01/24 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2020,60.6,
