DATAFLOW,LAST UPDATE,freq,unit,wstatus,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2010,28.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2011,26.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2012,24.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2013,23.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2014,21.9,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2015,20.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2016,19.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2017,18.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2018,17.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2019,17.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2020,16.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2021,13.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ES,2022,13.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2000,9.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2001,9.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2002,9.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2003,10.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2004,10.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2005,10.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2006,9.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2007,9.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2008,9.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2009,9.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2010,10.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2011,9.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2012,8.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2013,9.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2014,9.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2015,9.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2016,7.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2017,8.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2018,8.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2019,7.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2020,8.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2021,8.2,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FI,2022,8.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2000,13.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2001,13.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2002,13.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2003,12.7,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2004,12.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2005,12.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2006,12.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2007,12.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2008,11.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2009,12.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2010,12.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2011,12.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2012,11.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2013,9.7,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2014,8.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2015,9.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2016,8.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2017,8.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2018,8.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2019,8.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2020,8.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2021,7.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,FR,2022,7.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2002,8.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2003,7.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2004,5.4,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2005,5.1,bu
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2006,4.7,bu
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2007,4.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2008,4.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2009,5.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2010,5.2,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2011,5.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2012,5.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2013,4.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2014,2.8,bu
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2015,2.8,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2016,2.8,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2017,3.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2018,3.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2019,3.0,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2020,2.2,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2021,2.4,bu
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HR,2022,2.3,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2000,13.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2001,13.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2002,12.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2003,12.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2004,12.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2005,12.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2006,12.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2007,11.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2008,11.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2009,11.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2010,10.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2011,11.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2012,11.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2013,11.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2014,11.4,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2015,11.6,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2016,12.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2017,12.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2018,12.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2019,11.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2020,12.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2021,12.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,HU,2022,12.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2002,14.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2003,13.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2004,13.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2005,12.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2006,12.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2007,12.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2008,11.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2009,11.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2010,11.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2011,11.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2012,9.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2013,8.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2014,6.7,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2015,6.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2016,6.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2017,5.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2018,5.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2019,5.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2020,5.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2021,3.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IE,2022,3.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2000,29.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2001,30.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2002,28.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2003,20.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2004,24.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2005,24.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2006,,u
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2007,23.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2008,24.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2009,21.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2010,22.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2011,19.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2012,20.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2013,20.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2014,19.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2015,18.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2016,19.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2017,17.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2018,21.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2019,17.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2020,14.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2021,14.4,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IS,2022,16.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2000,25.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2001,25.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2002,24.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2003,23.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2004,23.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2005,22.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2006,20.4,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2007,19.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2008,19.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2009,19.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2010,18.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2011,17.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2012,17.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2013,16.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2014,15.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2015,14.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2016,13.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2017,14.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2018,14.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2019,13.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2020,13.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2021,12.7,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,IT,2022,11.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2000,16.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2001,14.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2002,13.4,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2003,11.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2004,10.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2005,8.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2006,8.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2007,7.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2008,7.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2009,8.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2010,7.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2011,7.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2012,6.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2013,6.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2014,5.9,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2015,5.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2016,4.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2017,5.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2018,4.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2019,4.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2020,5.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2021,5.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LT,2022,4.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2000,16.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2001,18.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2002,17.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2003,12.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2004,12.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2005,13.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2006,14.0,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2007,12.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2008,13.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2009,7.7,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2010,7.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2011,6.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2012,8.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2013,6.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2014,6.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2015,9.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2016,5.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2017,7.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2018,6.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2019,7.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2020,8.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2021,9.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LU,2022,8.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2002,16.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2003,18.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2004,15.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2005,15.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2006,15.6,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2007,15.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2008,15.5,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2009,14.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2010,12.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2011,11.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2012,10.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2013,9.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2014,8.5,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2015,9.9,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2016,10.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2017,8.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2018,8.3,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2019,8.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2020,7.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2021,7.3,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,LV,2022,6.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2011,7.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2012,6.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2013,5.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2014,5.1,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2015,5.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,ME,2016,5.5,
